qid,image_name,image_organ,question,question_type,answer,answer_type
1911,synpic25587.jpg,CHEST,What pathology is seen int his image? What side?,"ABN, POS",right sided pleural effusion,OPEN
1912,synpic25587.jpg,CHEST,On what side of the body is there pathology?,POS,right sided pleural effusion,OPEN
1913,synpic25587.jpg,CHEST,What side is the pathology?,POS,right sided pleural effusion,OPEN
1914,synpic60543.jpg,HEAD,The image probably had what incidental finding?,PRES,cavum vergae,OPEN
1915,synpic60543.jpg,HEAD,What was probably found incidentally on this image?,PRES,cavum vergae,OPEN
1918,synpic26697.jpg,ABD,What organ system is highlighted by contrast?,ORGAN,GI,OPEN
1919,synpic31116.jpg,HEAD,Describe the intensity of the abnormality seen in this image? (central vs. surrounding),COLOR,central hyperintensity and surrounding hypointensity,OPEN
1920,synpic31116.jpg,HEAD,How would you describe the central and surrounding intesities of the abnormality seen?,COLOR,central hyperintensity and surrounding hypointensity,OPEN
1925,synpic42951.jpg,HEAD,This image is taken in what plane?,PLANE,axial,OPEN
1926,synpic27198.jpg,ABD,The contrast is enhancing what inside the lesion?,PRES,calcifications,OPEN
1927,synpic27198.jpg,ABD,What is enhanced by contrast in the lesion?,PRES,calcifications,OPEN
1928,synpic27198.jpg,ABD,Describe the density of this lesion?,COLOR,"5.6cm focal, predominantly hypodense",OPEN
1929,synpic27198.jpg,ABD,What is the density of the lesion?,COLOR,"5.6cm focal, predominantly hypodense",OPEN
1930,synpic27198.jpg,ABD,Describe the size of this lesion?,SIZE,"5.6cm focal, predominantly hypodense",OPEN
1931,synpic27198.jpg,ABD,What is the size of the lesion?,SIZE,"5.6cm focal, predominantly hypodense",OPEN
1932,synpic27198.jpg,ABD,Describe the size and density of this lesion?,"SIZE, COLOR","5.6cm focal, predominantly hypodense",OPEN
1933,synpic27198.jpg,ABD,What is the size and density of the lesion?,"SIZE, COLOR","5.6cm focal, predominantly hypodense",OPEN
1934,synpic32012.jpg,ABD,What vascular problem is seen above?,ABN,portal vein occlusion,OPEN
1935,synpic32012.jpg,ABD,What vein is occluded?,PRES,Portal vein,OPEN
1939,synpic42951.jpg,HEAD,Why are there no sulci seen in this image?,OTHER,there is massive cerebral hemisphere edema,OPEN
1940,synpic42951.jpg,HEAD,Why do you not see sulci in the image?,OTHER,there is massive cerebral hemisphere edema,OPEN
1943,synpic47191.jpg,ABD,What plane is this image in?,PLANE,Axial,OPEN
1949,synpic43609.jpg,ABD,This image is consistent with what condition?,PRES,appendicitis,OPEN
1950,synpic43609.jpg,ABD,What condition does the patient have?,PRES,appendicitis,OPEN
1951,synpic31116.jpg,HEAD,In what plane was this image taken?,PLANE,axial,OPEN
1952,synpic31116.jpg,HEAD,What plane was this image taken in?,PLANE,axial,OPEN
1953,synpic29048.jpg,CHEST,The image has an abnormality located where?,POS,retrocardiac,OPEN
1954,synpic29048.jpg,CHEST,Where is the abnormality located in this image?,POS,retrocardiac,OPEN
1956,synpic32012.jpg,ABD,What is the pathology seen in the spleen?,ABN,nothing,OPEN
1957,synpic52282.jpg,HEAD,What structure in the left basal ganglia is spared?,ABN,Left thalamus,OPEN
1958,synpic52282.jpg,HEAD,What is spared in the left basal ganglia?,ABN,Left thalamus,OPEN
1959,synpic42951.jpg,HEAD,Pathology seen in this image?,ABN,small subdural hematoma with cerebral edema,OPEN
1960,synpic42951.jpg,HEAD,What is the condition seen in this image?,ABN,small subdural hematoma with cerebral edema,OPEN
1963,synpic23571.jpg,ABD,Where Is there obstruction present?,POS,proximal aspect of the appendix,OPEN
1964,synpic23571.jpg,ABD,"Where is obstruction present, if any?",POS,proximal aspect of the appendix,OPEN
1965,synpic26697.jpg,ABD,Free air is seen where in this image?,POS,adjacent to the appendix,OPEN
1966,synpic26697.jpg,ABD,Where is the free-air seen in this image?,POS,adjacent to the appendix,OPEN
1968,synpic52282.jpg,HEAD,The infarction is likely caused by what vessel?,OTHER,left MCA,OPEN
1969,synpic52282.jpg,HEAD,What vessel is likely the cause of this infarction?,OTHER,left MCA,OPEN
1973,synpic58547.jpg,HEAD,What would you call the lesions seen?,PRES,MS plaques,OPEN
1974,synpic58547.jpg,HEAD,What is the name of the lesions seen in this image?,PRES,MS plaques,OPEN
1978,synpic47191.jpg,ABD,"There is mesenteric lymphadenopathy present, what additional region is seeded?",PRES,peritoneum,OPEN
1979,synpic47191.jpg,ABD,"We see mesenteric lymphadenopathy in the above image, where else is there cancer?",PRES,peritoneum,OPEN
1980,synpic53574.jpg,HEAD,What is the vascular distribution of these infarcts?,POS,all three vascular distributions,OPEN
1981,synpic53574.jpg,HEAD,Where are the infarcts located?,POS,diffuse,OPEN
1982,synpic58547.jpg,HEAD,The pathology seen in this image is typical of what disease?,OTHER,multiple sclerosis,OPEN
1983,synpic58547.jpg,HEAD,What disease does the pathology suggest?,OTHER,multiple sclerosis,OPEN
1984,synpic58547.jpg,HEAD,In what parts of the brain are the lesions located?,POS,cerebrum and lateral ventricles,OPEN
1985,synpic58547.jpg,HEAD,Where do you see the lesions?,POS,cerebrum and lateral ventricles,OPEN
1988,synpic42951.jpg,HEAD,Where is the abnormality located?,POS,right convexity,OPEN
1989,synpic42951.jpg,HEAD,Where is the pathology located?,POS,right convexity,OPEN
1990,synpic60831.jpg,HEAD,The image shows what abnormality?,ABN,abnormal hyperintensity in the right occipital lobe,OPEN
1991,synpic60831.jpg,HEAD,What is abnormal in this image?,ABN,abnormal hyperintensity in the right occipital lobe,OPEN
1995,synpic52932.jpg,CHEST,This image is concerning for what lung pathology?,ABN,pneumonia,OPEN
1996,synpic52932.jpg,CHEST,What lung pathology is this image concerning for?,ABN,pneumonia,OPEN
1999,synpic29048.jpg,CHEST,The soft-tissue density seen in this image contains what?,PRES,Air,OPEN
2000,synpic29048.jpg,CHEST,What is filling the soft-tissue density seen in this image?,PRES,Air,OPEN
2002,synpic43609.jpg,ABD,From what do you see stranding?,PRES,fat,OPEN
2003,synpic43609.jpg,ABD,What is stranding in this image?,PRES,fat,OPEN
2004,synpic60543.jpg,HEAD,The image above shows an abnormality where?,POS,hyperintensity of the left basal ganglia,OPEN
2005,synpic60543.jpg,HEAD,Where is the abnormality in this image?,POS,hyperintensity of the left basal ganglia,OPEN
2020,synpic18461.jpg,CHEST,What is happening to the right heart border?,ATRIB,Partial silhouetting,OPEN
2021,synpic18461.jpg,CHEST,How would you describe the R heart border?,ATTRIB,Partial silhouetting,OPEN
2022,synpic20260.jpg,ABD,What is the small mass near the left kidney?,PRES,Splenule,OPEN
2023,synpic20260.jpg,ABD,What is located near the Left kidney,PRES,Splenule,OPEN
2028,synpic34836.jpg,HEAD,What does the brighter outer ring of the lesion represent?,PRES,necrosis,OPEN
2029,synpic34836.jpg,HEAD,What is indicated by the bright ring around the lesion?,PRES,necrosis,OPEN
2030,synpic27601.jpg,ABD,Where in relation to the mass is the left kidney located in this image?,POS,posteriorly,OPEN
2031,synpic27601.jpg,ABD,Where is the mass located in relation to the left kidney?,POS,posteriorly,OPEN
2032,synpic19782.jpg,CHEST,On which side is air under the diaphragm?,POS,Right,OPEN
2037,synpic21604.jpg,ABD,What other organs are present?,PRES,The lungs,OPEN
2038,synpic17664.jpg,CHEST,Which lung are more markings present in?,POS,Right lung,OPEN
2039,synpic17664.jpg,CHEST,Where are the most lung markings?,POS,Right lung,OPEN
2054,synpic47196.jpg,ABD,What are the hypoattenuated round structures surrounding the veterbral column?,PRES,Psoas muscles,OPEN
2055,synpic47196.jpg,ABD,What are the structures near the vertebral column?,PRES,Psoas muscles,OPEN
2064,synpic38630.jpg,ABD,the internal gas and enhancing rim suggests what type of lesion?,OTHER,abcess,OPEN
2065,synpic38630.jpg,ABD,What type of hepatic lesion has internal gas and enhancing rim?,OTHER,abcess,OPEN
2076,synpic38263.jpg,HEAD,The dark space in the central portion of the image represents what structure(s)?,PRES,lateral ventricles,OPEN
2077,synpic38263.jpg,HEAD,What do the dark spaces in the center show?,PRES,lateral ventricles,OPEN
2086,synpic51774.jpg,CHEST,Which way is the trachea deviating in this image?,POS,Left,OPEN
2094,synpic46539.jpg,CHEST,what is the pathology?,ABN,hydropneumothorax,OPEN
2095,synpic46539.jpg,CHEST,What is abnormal in this image?,ABN,hydropneumothorax,OPEN
2096,synpic51383.jpg,HEAD,What vascular territory is the lesion?,POS,Right MCA,OPEN
2097,synpic51383.jpg,HEAD,In what vascular territory is the lesion located?,POS,Right MCA,OPEN
2100,synpic22037.jpg,CHEST,What is the foreign body?,PRES,a catheter,OPEN
2101,synpic22037.jpg,CHEST,Please identify the foreign body.,PRES,a catheter,OPEN
2112,synpic41325.jpg,HEAD,where is the pathology?,POS,In the cortex and basal ganglia bilaterally,OPEN
2113,synpic41325.jpg,HEAD,Where is the pathology located?,POS,In the cortex and basal ganglia bilaterally,OPEN
2118,synpic31259.jpg,CHEST,what is the pathology,ABN,left lobe mass 1.5 x 1.8 cm,OPEN
2119,synpic31259.jpg,CHEST,What is abnormal in this image?,ABN,left lobe mass 1.5 x 1.8 cm,OPEN
2122,synpic19853.jpg,ABD,What is the hypodensity on the posteriolateral edge of the left kidney?,PRES,nephroblastomatosis,OPEN
2123,synpic19853.jpg,ABD,What is seen in the posterolateral L kidney?,PRES,nephroblastomatosis,OPEN
2132,synpic19114.jpg,CHEST,What are the densities in both mid-lung fields?,PRES,pleural plaques,OPEN
2133,synpic19114.jpg,CHEST,What do the densities in the lung fields represent?,PRES,pleural plaques,OPEN
2142,synpic17848.jpg,CHEST,What lung are the pulmonary nodules in?,POS,Bilateral lungs,OPEN
2143,synpic17848.jpg,CHEST,Where are the nodules located?,POS,Bilateral lungs,OPEN
2158,synpic17693.jpg,CHEST,Where are the lesions located?,POS,Paratracheal area,OPEN
2159,synpic17693.jpg,CHEST,Where are the lesions?,POS,Paratracheal area,OPEN
2162,synpic31394.jpg,CHEST,How would you describe the pathology seen in the above image?,ATTRIB,"Rounded, well-defined pulmonary nodules varying in size and pattern",OPEN
2163,synpic31394.jpg,CHEST,What is the pathology seen in this image?,ABN,pulmonary nodules,OPEN
2164,synpic17145.jpg,CHEST,What is the pathology seen above?,ABN,bilateral pleural effusion,OPEN
2165,synpic17145.jpg,CHEST,What abnormality is seen in this image?,ABN,bilateral pleural effusion,OPEN
2170,synpic59536.jpg,HEAD,What brain structures would be affected by the lesion in the right frontal area of the brain?,ABN,basal ganglia (caudate and putamen),OPEN
2171,synpic59536.jpg,HEAD,Which brain structures could be affected by the lesion located in the right frontal brain area?,ABN,basal ganglia (caudate and putamen),OPEN
2172,synpic56422.jpg,HEAD,Where do we see multiple infarcts in the above image?,POS,Cerebellum,OPEN
2173,synpic56422.jpg,HEAD,Location of the multiple infarcts?,POS,Cerebellum,OPEN
2174,synpic27277.jpg,CHEST,What organ system is shown in the above image?,ORGAN,cardiopulmonary,OPEN
2175,synpic27277.jpg,CHEST,The image shows what organ system?,ORGAN,cardiopulmonary,OPEN
2182,synpic17675.jpg,CHEST,What indicates there is no pleural effusion present?,PRES,Sharp costophrenic angles,OPEN
2183,synpic17675.jpg,CHEST,What sign determines the absence of a pleural effusion?,PRES,Sharp costophrenic angles,OPEN
2188,synpic45544.jpg,HEAD,What lobe is the infarct in?,POS,Right parietal,OPEN
2189,synpic45544.jpg,HEAD,Which lobe is infarcted,POS,Right parietal,OPEN
2190,synpic28277.jpg,ABD,What is the organ pictured superior to the aorta?,PRES,horsehoe kidney,OPEN
2191,synpic28277.jpg,ABD,What is above the aorta in this image?,PRES,horsehoe kidney,OPEN
2192,synpic56116.jpg,HEAD,Where in the cortex are the lesions present?,POS,Diffuse,OPEN
2193,synpic56116.jpg,HEAD,Which cerebral cortex contains the lesion?,POS,Diffuse,OPEN
2202,synpic26413.jpg,CHEST,What indicates there is a consolidation in the right lung?,OTHER,"blunting of the costophrenic angle, loss of the right hemidiaphragm and right heart border",OPEN
2203,synpic26413.jpg,CHEST,What is the observed sign of pulmonary consolidation on the right side?,OTHER,"blunting of the costophrenic angle, loss of the right hemidiaphragm and right heart border",OPEN
2204,synpic18250.jpg,CHEST,Name one abnormality in the radiograph.,ABN,Increased opacity in the left retrocardiac region,OPEN
2205,synpic18250.jpg,CHEST,What is one abnormality that can be seen in the image?,ABN,Increased opacity in the left retrocardiac region,OPEN
2206,synpic32081.jpg,CHEST,What is the abnormality?,ABN,Right paratracheal mass lesion,OPEN
2207,synpic32081.jpg,CHEST,What is wrong in this image?,ABN,Right paratracheal mass lesion,OPEN
2208,synpic51212.jpg,HEAD,What abnormal findings are present in this image?,ABN,ring-enhancing lesion,OPEN
2209,synpic51212.jpg,HEAD,What is the lesion in this image?,PRES,ring-enhancing lesion,OPEN
2216,synpic28987.jpg,CHEST,What is wrong with the aortic area?,ABN,It is enlarged with prominence of the aortic knob,OPEN
2217,synpic28987.jpg,CHEST,What pathology is shown in the aorta?,ABN,It is enlarged with prominence of the aortic knob,OPEN
2218,synpic22794.jpg,ABD,How would you describe the mass on the left kidney?,ATTRIB,Well-circumscribed,OPEN
2219,synpic22794.jpg,ABD,What is the left kidney mass?,PRES,exophytic cyst,OPEN
2220,synpic23648.jpg,ABD,What is the appearance of the liver?,ATTRIB,Shrunken and nodular,OPEN
2221,synpic23648.jpg,ABD,how would you describe the liver?,ATTRIB,Shrunken and nodular,OPEN
2222,synpic56344.jpg,HEAD,What does the hyperlucency indicate?,OTHER,Infarcts,OPEN
2223,synpic56344.jpg,HEAD,What pathology does the hyperlucency represent?,OTHER,embolus,OPEN
2230,synpic27142.jpg,HEAD,Where are the hyperintensities located?,POS,Cortical ribbon of right occipital lobe with extension into right posterior temporal lobe,OPEN
2231,synpic27142.jpg,HEAD,What is the location of the hyperintensitites?,POS,Cortical ribbon of right occipital lobe with extension into right posterior temporal lobe,OPEN
2233,synpic32981.jpg,ABD,What is the shape of the liver mass?,ATTRIB,infiltrative,OPEN
2234,synpic53228.jpg,CHEST,How many ribs are superimposed on the lung fields?,COUNT,12,OPEN
2235,synpic53228.jpg,CHEST,How many ribs are present in vertical order on this chest radiograph,COUNT,12,OPEN
2246,synpic31232.jpg,ABD,What is the hypodensity located inside the vertebrae?,PRES,Nucleus Pulposus,OPEN
2247,synpic31232.jpg,ABD,What is the hypo-dense area seen in the vertebrae?,PRES,Nucleus Pulposus,OPEN
